0.35000,0.30000,0.41760,0.30770,0.37740,0.32080,0.35400,0.22120
0.35000,0.28000,0.41760,0.32970,0.37740,0.30190,0.35400,0.24780
0.35000,0.36000,0.42860,0.34070,0.42450,0.35850,0.39820,0.34510
0.47000,0.40000,0.34070,0.36260,0.38680,0.35850,0.38940,0.38940
0.36000,0.33000,0.34070,0.35160,0.27360,0.29250,0.35400,0.26550
0.36000,0.27000,0.34070,0.34070,0.27360,0.24530,0.35400,0.29200
0.42000,0.41000,0.36260,0.31870,0.26420,0.24530,0.32740,0.28320
0.39000,0.36000,0.32970,0.32970,0.30190,0.33960,0.39820,0.39820
0.48000,0.49000,0.40660,0.40660,0.44340,0.46230,0.41590,0.41590
0.54000,0.49000,0.38460,0.39560,0.50000,0.50940,0.52210,0.51330
0.41000,0.41000,0.41760,0.41760,0.46230,0.44340,0.41590,0.39820
0.54000,0.54000,0.52750,0.53850,0.42450,0.42450,0.46900,0.47790
0.51000,0.52000,0.48350,0.48350,0.45280,0.46230,0.46900,0.46900
0.46000,0.45000,0.43960,0.43960,0.43400,0.45280,0.42480,0.44250
0.36000,0.35000,0.39560,0.38460,0.41510,0.40570,0.40710,0.40710
0.48000,0.47000,0.40660,0.39560,0.49060,0.50000,0.47790,0.47790
0.42000,0.43000,0.47250,0.47250,0.39620,0.39620,0.40710,0.42480
0.52000,0.52000,0.34070,0.35160,0.37740,0.36790,0.45130,0.45130
0.53000,0.54000,0.34070,0.34070,0.43400,0.47170,0.46020,0.46020
