0.41398,0.40860,0.44624,0.32796,0.39247,0.28495,0.40860,0.33333
0.41398,0.36559,0.44624,0.36022,0.39247,0.25269,0.40860,0.32796
0.37097,0.34946,0.40323,0.40860,0.38710,0.38172,0.36559,0.31183
0.43548,0.41935,0.46237,0.45161,0.41398,0.42473,0.39247,0.37634
0.37097,0.45161,0.38172,0.37097,0.33871,0.27957,0.30645,0.30645
0.37097,0.38710,0.38172,0.38172,0.33871,0.25269,0.30645,0.29032
0.39247,0.38172,0.35484,0.34409,0.38172,0.36559,0.37634,0.30108
0.37097,0.36559,0.46774,0.48387,0.38710,0.39247,0.29032,0.32796
0.53226,0.52688,0.44086,0.44624,0.46237,0.46237,0.47849,0.47312
0.42473,0.43548,0.39785,0.39247,0.44624,0.43548,0.40323,0.41398
0.39247,0.40323,0.41398,0.38172,0.47849,0.48925,0.47849,0.48925
0.48925,0.46774,0.37634,0.38710,0.39247,0.41935,0.44086,0.41935
0.48925,0.47312,0.46774,0.46237,0.46774,0.47849,0.47312,0.48387
0.46774,0.47312,0.46774,0.45699,0.42473,0.40860,0.41398,0.41935
0.44086,0.43011,0.40860,0.40323,0.39785,0.39247,0.38172,0.39247
0.36559,0.33333,0.55376,0.57527,0.34946,0.33333,0.33871,0.34409
0.48925,0.50000,0.46774,0.47312,0.41935,0.41398,0.38172,0.36559
0.46774,0.46774,0.41935,0.42473,0.50000,0.48925,0.40323,0.40323
0.45699,0.44086,0.36559,0.37097,0.51075,0.48925,0.41398,0.41935
