0.36000,0.29000,0.40660,0.28570,0.39620,0.31130,0.36280,0.21240
0.36000,0.29000,0.40660,0.31870,0.39620,0.27360,0.36280,0.20350
0.37000,0.37000,0.37360,0.34070,0.37740,0.30190,0.39820,0.34510
0.50000,0.41000,0.34070,0.35160,0.41510,0.37740,0.42480,0.39820
0.36000,0.31000,0.30770,0.35160,0.27360,0.30190,0.31860,0.30090
0.36000,0.27000,0.30770,0.34070,0.27360,0.21700,0.31860,0.25660
0.38000,0.38000,0.37360,0.26370,0.31130,0.29250,0.29200,0.30970
0.39000,0.34000,0.32970,0.32970,0.32080,0.35850,0.40710,0.40710
0.52000,0.52000,0.40660,0.41760,0.42450,0.42450,0.41590,0.41590
0.51000,0.49000,0.39560,0.40660,0.45280,0.45280,0.46900,0.46020
0.37000,0.37000,0.41760,0.39560,0.46230,0.44340,0.42480,0.41590
0.52000,0.54000,0.49450,0.51650,0.35850,0.33020,0.39820,0.39820
0.51000,0.50000,0.54950,0.54950,0.43400,0.43400,0.49560,0.49560
0.48000,0.50000,0.48350,0.47250,0.41510,0.43400,0.40710,0.41590
0.36000,0.37000,0.36260,0.37360,0.33960,0.33020,0.35400,0.35400
0.49000,0.50000,0.46150,0.47250,0.41510,0.45280,0.42480,0.44250
0.39000,0.38000,0.48350,0.49450,0.38680,0.37740,0.42480,0.42480
0.56000,0.56000,0.32970,0.32970,0.36790,0.38680,0.45130,0.46020
0.52000,0.50000,0.34070,0.32970,0.42450,0.43400,0.42480,0.40710
