0.41398,0.4086,0.446236559139785,0.327956989247312,0.39247,0.28495,0.4086,0.33333
0.41398,0.36559,0.446236559139785,0.360215053763441,0.39247,0.25269,0.4086,0.32796
0.37097,0.34946,0.403225806451613,0.408602150537634,0.3871,0.38172,0.36559,0.31183
0.43548,0.41935,0.462365591397849,0.451612903225806,0.41398,0.42473,0.39247,0.37634
0.37097,0.45161,0.381720430107527,0.370967741935484,0.33871,0.27957,0.30645,0.30645
0.37097,0.3871,0.381720430107527,0.381720430107527,0.33871,0.25269,0.30645,0.29032
0.39247,0.38172,0.354838709677419,0.344086021505376,0.38172,0.36559,0.37634,0.30108
0.37097,0.36559,0.467741935483871,0.483870967741935,0.3871,0.39247,0.29032,0.32796
0.53226,0.52688,0.440860215053763,0.446236559139785,0.46237,0.46237,0.47849,0.47312
0.46774,0.47312,0.467741935483871,0.456989247311828,0.42473,0.4086,0.41398,0.41935
0.48925,0.46774,0.376344086021505,0.387096774193548,0.39247,0.41935,0.44086,0.41935
0.44086,0.43011,0.408602150537634,0.403225806451613,0.39785,0.39247,0.38172,0.39247
0.48925,0.47312,0.467741935483871,0.462365591397849,0.46774,0.47849,0.47312,0.48387
0.39247,0.40323,0.413978494623656,0.381720430107527,0.47849,0.48925,0.47849,0.48925
0.42473,0.43548,0.397849462365591,0.39247311827957,0.44624,0.43548,0.40323,0.41398
0.36559,0.33333,0.553763440860215,0.575268817204301,0.34946,0.33333,0.33871,0.34409
0.48925,0.5,0.467741935483871,0.473118279569892,0.41935,0.41398,0.38172,0.36559
0.46774,0.46774,0.419354838709677,0.424731182795699,0.5,0.48925,0.40323,0.40323
0.45699,0.44086,0.365591397849462,0.370967741935484,0.51075,0.48925,0.41398,0.41935
