AlgoType,SmplRate,#Files,Check Type,Index,Yat,Year,Month,Day,Hour,Minute,AudioName,ScoresMeanOn30,AudioUrl,UniqueName
lof,fs1,186,feature 'TimeZeroCrossingRate' (normal),138,1,2020,3,23,22,0,20200323_220000.WAV,2.9515,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200323_220000.WAV,yat1_20200323_220000
lof,fs1,186,feature 'TimeZeroCrossingRate' (normal),155,1,2020,3,26,18,0,20200326_180000.WAV,2.9366,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200326_180000.WAV,yat1_20200326_180000
lof,fs1,186,feature 'TimeZeroCrossingRate' (normal),145,1,2020,3,25,2,0,20200325_020000.WAV,2.5079,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200325_020000.WAV,yat1_20200325_020000
lof,fs1,186,feature 'TimeAcfCoeff' (normal),5,1,2020,3,1,18,0,20200301_180000.WAV,3.0364,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200301_180000.WAV,yat1_20200301_180000
lof,fs1,186,feature 'TimeAcfCoeff' (normal),106,1,2020,3,18,14,0,20200318_140000.WAV,2.6181,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200318_140000.WAV,yat1_20200318_140000
lof,fs1,186,feature 'TimeAcfCoeff' (normal),177,1,2020,3,30,10,0,20200330_100000.WAV,2.479,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200330_100000.WAV,yat1_20200330_100000
lof,fs1,186,feature 'TimeMaxAcf' (normal),106,1,2020,3,18,14,0,20200318_140000.WAV,3.1704,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200318_140000.WAV,yat1_20200318_140000
lof,fs1,186,feature 'TimeMaxAcf' (normal),2,1,2020,3,1,6,0,20200301_060000.WAV,2.8688,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200301_060000.WAV,yat1_20200301_060000
lof,fs1,186,feature 'TimeMaxAcf' (normal),5,1,2020,3,1,18,0,20200301_180000.WAV,2.805,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200301_180000.WAV,yat1_20200301_180000
ocsvm,fs1,186,conc feat all (normal),171,1,2020,3,29,10,0,20200329_100000.WAV,-0.99987,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200329_100000.WAV,yat1_20200329_100000
ocsvm,fs1,186,conc feat all (normal),33,1,2020,3,6,10,0,20200306_100000.WAV,-0.99995,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200306_100000.WAV,yat1_20200306_100000
ocsvm,fs1,186,conc feat all (normal),142,1,2020,3,24,14,0,20200324_140000.WAV,-0.99995,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200324_140000.WAV,yat1_20200324_140000
ocsvm,fs1,186,conc feat spectral (normal),172,1,2020,3,29,14,0,20200329_140000.WAV,-0.99983,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200329_140000.WAV,yat1_20200329_140000
ocsvm,fs1,186,conc feat spectral (normal),103,1,2020,3,18,2,0,20200318_020000.WAV,-0.99986,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200318_020000.WAV,yat1_20200318_020000
ocsvm,fs1,186,conc feat spectral (normal),151,1,2020,3,26,2,0,20200326_020000.WAV,-0.99988,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200326_020000.WAV,yat1_20200326_020000
ocsvm,fs1,186,conc feat spectral (normal),137,1,2020,3,23,18,0,20200323_180000.WAV,-0.06917,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200323_180000.WAV,yat1_20200323_180000
ocsvm,fs1,186,conc feat spectral (normal),50,1,2020,3,9,6,0,20200309_060000.WAV,-0.2195,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200309_060000.WAV,yat1_20200309_060000
ocsvm,fs1,186,conc feat spectral (normal),42,1,2020,3,7,22,0,20200307_220000.WAV,-0.22156,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200307_220000.WAV,yat1_20200307_220000
ocsvm,fs1,186,conc feat time (normal),112,1,2020,3,19,14,0,20200319_140000.WAV,-0.94658,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200319_140000.WAV,yat1_20200319_140000
ocsvm,fs1,186,conc feat time (normal),178,1,2020,3,30,14,0,20200330_140000.WAV,-0.94968,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200330_140000.WAV,yat1_20200330_140000
ocsvm,fs1,186,conc feat time (normal),5,1,2020,3,1,18,0,20200301_180000.WAV,-0.95156,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200301_180000.WAV,yat1_20200301_180000
ocsvm,fs1,186,conc avg feat all (normal),118,1,2020,3,20,14,0,20200320_140000.WAV,-0.80269,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200320_140000.WAV,yat1_20200320_140000
ocsvm,fs1,186,conc avg feat all (normal),11,1,2020,3,2,18,0,20200302_180000.WAV,-0.81846,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200302_180000.WAV,yat1_20200302_180000
ocsvm,fs1,186,conc avg feat all (normal),144,1,2020,3,24,22,0,20200324_220000.WAV,-0.83844,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200324_220000.WAV,yat1_20200324_220000
ocsvm,fs1,186,conc avg feat spectral (normal),11,1,2020,3,2,18,0,20200302_180000.WAV,-0.56167,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200302_180000.WAV,yat1_20200302_180000
ocsvm,fs1,186,conc avg feat spectral (normal),117,1,2020,3,20,10,0,20200320_100000.WAV,-0.6136,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200320_100000.WAV,yat1_20200320_100000
ocsvm,fs1,186,conc avg feat spectral (normal),114,1,2020,3,19,22,0,20200319_220000.WAV,-0.62091,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200319_220000.WAV,yat1_20200319_220000
ocsvm,fs1,186,conc avg feat tonaless (normal),137,1,2020,3,23,18,0,20200323_180000.WAV,-0.95602,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200323_180000.WAV,yat1_20200323_180000
ocsvm,fs1,186,conc avg feat tonaless (normal),89,1,2020,3,15,18,0,20200315_180000.WAV,-0.99605,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200315_180000.WAV,yat1_20200315_180000
ocsvm,fs1,186,conc avg feat tonaless (normal),150,1,2020,3,25,22,0,20200325_220000.WAV,-0.99733,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200325_220000.WAV,yat1_20200325_220000
ocsvm,fs1,186,conc avg feat time (normal),41,1,2020,3,7,18,0,20200307_180000.WAV,-0.90919,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200307_180000.WAV,yat1_20200307_180000
ocsvm,fs1,186,conc avg feat time (normal),49,1,2020,3,9,2,0,20200309_020000.WAV,-0.91393,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200309_020000.WAV,yat1_20200309_020000
ocsvm,fs1,186,conc avg feat time (normal),166,1,2020,3,28,14,0,20200328_140000.WAV,-0.91574,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200328_140000.WAV,yat1_20200328_140000
ocsvm,fs1,186,feature 'SpectralCentroid' (normal),177,1,2020,3,30,10,0,20200330_100000.WAV,-0.99236,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200330_100000.WAV,yat1_20200330_100000
ocsvm,fs1,186,feature 'SpectralCentroid' (normal),60,1,2020,3,10,22,0,20200310_220000.WAV,-0.99292,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200310_220000.WAV,yat1_20200310_220000
ocsvm,fs1,186,feature 'SpectralCentroid' (normal),57,1,2020,3,10,10,0,20200310_100000.WAV,-0.99391,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200310_100000.WAV,yat1_20200310_100000
ocsvm,fs1,186,feature 'SpectralCrestFactor' (normal),16,1,2020,3,3,14,0,20200303_140000.WAV,-1,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200303_140000.WAV,yat1_20200303_140000
ocsvm,fs1,186,feature 'SpectralCrestFactor' (normal),166,1,2020,3,28,14,0,20200328_140000.WAV,-1.0003,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200328_140000.WAV,yat1_20200328_140000
ocsvm,fs1,186,feature 'SpectralCrestFactor' (normal),142,1,2020,3,24,14,0,20200324_140000.WAV,-1.0004,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200324_140000.WAV,yat1_20200324_140000
ocsvm,fs1,186,feature 'SpectralDecrease' (normal),22,1,2020,3,4,14,0,20200304_140000.WAV,-1,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200304_140000.WAV,yat1_20200304_140000
ocsvm,fs1,186,feature 'SpectralDecrease' (normal),64,1,2020,3,11,14,0,20200311_140000.WAV,-1.0002,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200311_140000.WAV,yat1_20200311_140000
ocsvm,fs1,186,feature 'SpectralDecrease' (normal),16,1,2020,3,3,14,0,20200303_140000.WAV,-1.0003,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200303_140000.WAV,yat1_20200303_140000
ocsvm,fs1,186,feature 'SpectralFlatness' (normal),137,1,2020,3,23,18,0,20200323_180000.WAV,-0.056924,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200323_180000.WAV,yat1_20200323_180000
ocsvm,fs1,186,feature 'SpectralFlatness' (normal),42,1,2020,3,7,22,0,20200307_220000.WAV,-0.18997,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200307_220000.WAV,yat1_20200307_220000
ocsvm,fs1,186,feature 'SpectralFlatness' (normal),144,1,2020,3,24,22,0,20200324_220000.WAV,-0.24902,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200324_220000.WAV,yat1_20200324_220000
ocsvm,fs1,186,feature 'SpectralFlux' (normal),83,1,2020,3,14,18,0,20200314_180000.WAV,-2,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200314_180000.WAV,yat1_20200314_180000
ocsvm,fs1,186,feature 'SpectralFlux' (normal),55,1,2020,3,10,2,0,20200310_020000.WAV,-2,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200310_020000.WAV,yat1_20200310_020000
ocsvm,fs1,186,feature 'SpectralFlux' (normal),52,1,2020,3,9,14,0,20200309_140000.WAV,-2,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200309_140000.WAV,yat1_20200309_140000
ocsvm,fs1,186,feature 'SpectralRolloff' (normal),37,1,2020,3,7,2,0,20200307_020000.WAV,-0.99159,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200307_020000.WAV,yat1_20200307_020000
ocsvm,fs1,186,feature 'SpectralRolloff' (normal),27,1,2020,3,5,10,0,20200305_100000.WAV,-0.99511,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200305_100000.WAV,yat1_20200305_100000
ocsvm,fs1,186,feature 'SpectralRolloff' (normal),92,1,2020,3,16,6,0,20200316_060000.WAV,-0.99533,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200316_060000.WAV,yat1_20200316_060000
ocsvm,fs1,186,feature 'SpectralSpread' (normal),27,1,2020,3,5,10,0,20200305_100000.WAV,-0.98941,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200305_100000.WAV,yat1_20200305_100000
ocsvm,fs1,186,feature 'SpectralSpread' (normal),183,1,2020,3,31,10,0,20200331_100000.WAV,-0.99093,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200331_100000.WAV,yat1_20200331_100000
ocsvm,fs1,186,feature 'SpectralSpread' (normal),85,1,2020,3,15,2,0,20200315_020000.WAV,-0.99221,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200315_020000.WAV,yat1_20200315_020000
ocsvm,fs1,186,feature 'SpectralTonalPowerRatio' (normal),154,1,2020,3,26,14,0,20200326_140000.WAV,-0.26071,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200326_140000.WAV,yat1_20200326_140000
ocsvm,fs1,186,feature 'SpectralTonalPowerRatio' (normal),50,1,2020,3,9,6,0,20200309_060000.WAV,-0.30229,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200309_060000.WAV,yat1_20200309_060000
ocsvm,fs1,186,feature 'SpectralTonalPowerRatio' (normal),52,1,2020,3,9,14,0,20200309_140000.WAV,-0.39223,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200309_140000.WAV,yat1_20200309_140000
ocsvm,fs1,186,feature 'TimeZeroCrossingRate' (normal),90,1,2020,3,15,22,0,20200315_220000.WAV,-0.40973,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200315_220000.WAV,yat1_20200315_220000
ocsvm,fs1,186,feature 'TimeZeroCrossingRate' (normal),24,1,2020,3,4,22,0,20200304_220000.WAV,-0.43228,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200304_220000.WAV,yat1_20200304_220000
ocsvm,fs1,186,feature 'TimeZeroCrossingRate' (normal),137,1,2020,3,23,18,0,20200323_180000.WAV,-0.46567,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200323_180000.WAV,yat1_20200323_180000
ocsvm,fs1,186,feature 'TimeAcfCoeff' (normal),130,1,2020,3,22,14,0,20200322_140000.WAV,-0.46105,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200322_140000.WAV,yat1_20200322_140000
ocsvm,fs1,186,feature 'TimeAcfCoeff' (normal),106,1,2020,3,18,14,0,20200318_140000.WAV,-0.48397,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200318_140000.WAV,yat1_20200318_140000
ocsvm,fs1,186,feature 'TimeAcfCoeff' (normal),136,1,2020,3,23,14,0,20200323_140000.WAV,-0.49167,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200323_140000.WAV,yat1_20200323_140000
ocsvm,fs1,186,feature 'TimeMaxAcf' (normal),106,1,2020,3,18,14,0,20200318_140000.WAV,-0.08195,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200318_140000.WAV,yat1_20200318_140000
ocsvm,fs1,186,feature 'TimeMaxAcf' (normal),94,1,2020,3,16,14,0,20200316_140000.WAV,-0.1319,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200316_140000.WAV,yat1_20200316_140000
ocsvm,fs1,186,feature 'TimeMaxAcf' (normal),130,1,2020,3,22,14,0,20200322_140000.WAV,-0.14377,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200322_140000.WAV,yat1_20200322_140000
