SmplRate,#Files,Check Type,Index,Yat,Year,Month,Day,Hour,Minute,AudioName,ScoresMeanOn200,AudioUrl,UniqueNames
fs1,186,conc avg feat all (zscore),80,1,2020,3,14,6,0,20200314_060000.WAV,0.40507,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200314_060000.WAV,yat1_20200314_060000
fs1,186,conc avg feat all (zscore),180,1,2020,3,30,22,0,20200330_220000.WAV,0.40488,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200330_220000.WAV,yat1_20200330_220000
fs1,186,conc avg feat all (zscore),111,1,2020,3,19,10,0,20200319_100000.WAV,0.40419,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200319_100000.WAV,yat1_20200319_100000
fs1,186,conc avg feat all (zscore),161,1,2020,3,27,18,0,20200327_180000.WAV,0.40384,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200327_180000.WAV,yat1_20200327_180000
fs1,186,conc avg feat all (zscore),128,1,2020,3,22,6,0,20200322_060000.WAV,0.40383,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200322_060000.WAV,yat1_20200322_060000
fs1,186,conc avg feat all (zscore),75,1,2020,3,13,10,0,20200313_100000.WAV,0.40345,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200313_100000.WAV,yat1_20200313_100000
fs1,186,conc avg feat all (zscore),141,1,2020,3,24,10,0,20200324_100000.WAV,0.40249,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200324_100000.WAV,yat1_20200324_100000
fs1,186,conc avg feat all (zscore),145,1,2020,3,25,2,0,20200325_020000.WAV,0.40223,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200325_020000.WAV,yat1_20200325_020000
fs1,186,conc avg feat all (zscore),86,1,2020,3,15,6,0,20200315_060000.WAV,0.4006,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200315_060000.WAV,yat1_20200315_060000
fs1,186,conc avg feat all (zscore),69,1,2020,3,12,10,0,20200312_100000.WAV,0.39722,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200312_100000.WAV,yat1_20200312_100000
fs1,186,conc avg feat all (zscore),124,1,2020,3,21,14,0,20200321_140000.WAV,0.3968,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200321_140000.WAV,yat1_20200321_140000
fs1,186,conc avg feat all (zscore),98,1,2020,3,17,6,0,20200317_060000.WAV,0.39597,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200317_060000.WAV,yat1_20200317_060000
fs1,186,conc avg feat all (zscore),104,1,2020,3,18,6,0,20200318_060000.WAV,0.39586,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200318_060000.WAV,yat1_20200318_060000
fs1,186,conc avg feat all (zscore),44,1,2020,3,8,6,0,20200308_060000.WAV,0.39311,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200308_060000.WAV,yat1_20200308_060000
fs1,186,conc avg feat all (zscore),171,1,2020,3,29,10,0,20200329_100000.WAV,0.39279,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200329_100000.WAV,yat1_20200329_100000
fs1,186,conc avg feat all (zscore),5,1,2020,3,1,18,0,20200301_180000.WAV,0.39158,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200301_180000.WAV,yat1_20200301_180000
fs1,186,conc avg feat all (zscore),129,1,2020,3,22,10,0,20200322_100000.WAV,0.38999,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200322_100000.WAV,yat1_20200322_100000
fs1,186,conc avg feat all (zscore),110,1,2020,3,19,6,0,20200319_060000.WAV,0.38993,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200319_060000.WAV,yat1_20200319_060000
fs1,186,conc avg feat all (zscore),146,1,2020,3,25,6,0,20200325_060000.WAV,0.3893,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200325_060000.WAV,yat1_20200325_060000
fs1,186,conc avg feat all (zscore),1,1,2020,3,1,2,0,20200301_020000.WAV,0.38826,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200301_020000.WAV,yat1_20200301_020000
fs1,186,conc avg feat all (zscore),113,1,2020,3,19,18,0,20200319_180000.WAV,0.38579,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200319_180000.WAV,yat1_20200319_180000
fs1,186,conc avg feat all (zscore),34,1,2020,3,6,14,0,20200306_140000.WAV,0.38536,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200306_140000.WAV,yat1_20200306_140000
fs1,186,conc avg feat all (zscore),25,1,2020,3,5,2,0,20200305_020000.WAV,0.38476,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200305_020000.WAV,yat1_20200305_020000
fs1,186,conc avg feat all (zscore),40,1,2020,3,7,14,0,20200307_140000.WAV,0.38439,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200307_140000.WAV,yat1_20200307_140000
fs1,186,conc avg feat all (zscore),7,1,2020,3,2,2,0,20200302_020000.WAV,0.38419,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200302_020000.WAV,yat1_20200302_020000
fs1,186,conc avg feat all (zscore),125,1,2020,3,21,18,0,20200321_180000.WAV,0.3839,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200321_180000.WAV,yat1_20200321_180000
fs1,186,conc avg feat all (zscore),105,1,2020,3,18,10,0,20200318_100000.WAV,0.38266,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200318_100000.WAV,yat1_20200318_100000
fs1,186,conc avg feat all (zscore),3,1,2020,3,1,10,0,20200301_100000.WAV,0.37944,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200301_100000.WAV,yat1_20200301_100000
fs1,186,conc avg feat all (zscore),4,1,2020,3,1,14,0,20200301_140000.WAV,0.37833,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200301_140000.WAV,yat1_20200301_140000
fs1,186,conc avg feat all (zscore),47,1,2020,3,8,18,0,20200308_180000.WAV,0.37795,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200308_180000.WAV,yat1_20200308_180000
fs1,186,conc avg feat all (zscore),26,1,2020,3,5,6,0,20200305_060000.WAV,0.37787,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200305_060000.WAV,yat1_20200305_060000
fs1,186,conc avg feat all (zscore),27,1,2020,3,5,10,0,20200305_100000.WAV,0.37731,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200305_100000.WAV,yat1_20200305_100000
fs1,186,conc avg feat all (zscore),176,1,2020,3,30,6,0,20200330_060000.WAV,0.37589,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200330_060000.WAV,yat1_20200330_060000
fs1,186,conc avg feat all (zscore),15,1,2020,3,3,10,0,20200303_100000.WAV,0.37556,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200303_100000.WAV,yat1_20200303_100000
fs1,186,conc avg feat all (zscore),93,1,2020,3,16,10,0,20200316_100000.WAV,0.37517,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200316_100000.WAV,yat1_20200316_100000
fs1,186,conc avg feat all (zscore),39,1,2020,3,7,10,0,20200307_100000.WAV,0.37496,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200307_100000.WAV,yat1_20200307_100000
fs1,186,conc avg feat all (zscore),155,1,2020,3,26,18,0,20200326_180000.WAV,0.37402,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200326_180000.WAV,yat1_20200326_180000
fs1,186,conc avg feat all (zscore),160,1,2020,3,27,14,0,20200327_140000.WAV,0.37319,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200327_140000.WAV,yat1_20200327_140000
fs1,186,conc avg feat all (zscore),169,1,2020,3,29,2,0,20200329_020000.WAV,0.3706,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200329_020000.WAV,yat1_20200329_020000
fs1,186,conc avg feat all (zscore),101,1,2020,3,17,18,0,20200317_180000.WAV,0.37046,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200317_180000.WAV,yat1_20200317_180000
fs1,186,conc avg feat all (zscore),170,1,2020,3,29,6,0,20200329_060000.WAV,0.3704,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200329_060000.WAV,yat1_20200329_060000
fs1,186,conc avg feat all (zscore),134,1,2020,3,23,6,0,20200323_060000.WAV,0.36995,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200323_060000.WAV,yat1_20200323_060000
fs1,186,conc avg feat all (zscore),106,1,2020,3,18,14,0,20200318_140000.WAV,0.36893,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200318_140000.WAV,yat1_20200318_140000
fs1,186,conc avg feat all (zscore),163,1,2020,3,28,2,0,20200328_020000.WAV,0.3677,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200328_020000.WAV,yat1_20200328_020000
fs1,186,conc avg feat all (zscore),88,1,2020,3,15,14,0,20200315_140000.WAV,0.36716,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200315_140000.WAV,yat1_20200315_140000
fs1,186,conc avg feat all (zscore),2,1,2020,3,1,6,0,20200301_060000.WAV,0.3652,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200301_060000.WAV,yat1_20200301_060000
fs1,186,conc avg feat all (zscore),19,1,2020,3,4,2,0,20200304_020000.WAV,0.36241,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200304_020000.WAV,yat1_20200304_020000
fs1,186,conc avg feat all (zscore),120,1,2020,3,20,22,0,20200320_220000.WAV,0.36214,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200320_220000.WAV,yat1_20200320_220000
fs1,186,conc avg feat all (zscore),184,1,2020,3,31,14,0,20200331_140000.WAV,0.36189,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200331_140000.WAV,yat1_20200331_140000
fs1,186,conc avg feat all (zscore),8,1,2020,3,2,6,0,20200302_060000.WAV,0.36163,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200302_060000.WAV,yat1_20200302_060000
fs1,186,conc avg feat all (zscore),31,1,2020,3,6,2,0,20200306_020000.WAV,0.36098,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200306_020000.WAV,yat1_20200306_020000
fs1,186,conc avg feat all (zscore),127,1,2020,3,22,2,0,20200322_020000.WAV,0.3604,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200322_020000.WAV,yat1_20200322_020000
fs1,186,conc avg feat all (zscore),126,1,2020,3,21,22,0,20200321_220000.WAV,0.36038,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200321_220000.WAV,yat1_20200321_220000
fs1,186,conc avg feat all (zscore),32,1,2020,3,6,6,0,20200306_060000.WAV,0.35921,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200306_060000.WAV,yat1_20200306_060000
fs1,186,conc avg feat all (zscore),21,1,2020,3,4,10,0,20200304_100000.WAV,0.35587,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200304_100000.WAV,yat1_20200304_100000
fs1,186,conc avg feat all (zscore),136,1,2020,3,23,14,0,20200323_140000.WAV,0.3557,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200323_140000.WAV,yat1_20200323_140000
fs1,186,conc avg feat all (zscore),121,1,2020,3,21,2,0,20200321_020000.WAV,0.35458,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200321_020000.WAV,yat1_20200321_020000
fs1,186,conc avg feat all (zscore),165,1,2020,3,28,10,0,20200328_100000.WAV,0.35294,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200328_100000.WAV,yat1_20200328_100000
fs1,186,conc avg feat all (zscore),23,1,2020,3,4,18,0,20200304_180000.WAV,0.35193,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200304_180000.WAV,yat1_20200304_180000
fs1,186,conc avg feat all (zscore),9,1,2020,3,2,10,0,20200302_100000.WAV,0.35155,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200302_100000.WAV,yat1_20200302_100000
fs1,186,conc avg feat all (zscore),135,1,2020,3,23,10,0,20200323_100000.WAV,0.34944,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200323_100000.WAV,yat1_20200323_100000
fs1,186,conc avg feat all (zscore),10,1,2020,3,2,14,0,20200302_140000.WAV,0.34715,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200302_140000.WAV,yat1_20200302_140000
fs1,186,conc avg feat all (zscore),33,1,2020,3,6,10,0,20200306_100000.WAV,0.34564,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200306_100000.WAV,yat1_20200306_100000
fs1,186,conc avg feat all (zscore),37,1,2020,3,7,2,0,20200307_020000.WAV,0.34384,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200307_020000.WAV,yat1_20200307_020000
fs1,186,conc avg feat all (zscore),38,1,2020,3,7,6,0,20200307_060000.WAV,0.34042,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200307_060000.WAV,yat1_20200307_060000
fs1,186,conc avg feat all (zscore),29,1,2020,3,5,18,0,20200305_180000.WAV,0.33305,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200305_180000.WAV,yat1_20200305_180000
fs1,186,conc avg feat all (zscore),99,1,2020,3,17,10,0,20200317_100000.WAV,0.32795,http://colecciones.humboldt.org.co/rec/sonidos/publicaciones/MAP/JDT-Yataros/YAT1Audible/20200317_100000.WAV,yat1_20200317_100000
